Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code
HSFEHQ08J0001,HSHQDC06D00019,0,0,DO Delivery Order,"$3,291,128.62 ",26-Feb-08,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,RECOVERY&LOGISTICS BRANCH,S,R421,TECHNICAL ASSISTANCE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00127,0,DO Delivery Order,($255.79),7-Mar-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00174,0,DO Delivery Order,"$3,828,905.40 ",27-Jun-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00200,0,DO Delivery Order,$0.00 ,21-Apr-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00202,0,DO Delivery Order,"$1,423,386.84 ",28-Apr-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00254,0,DO Delivery Order,$0.00 ,19-Jun-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00262,0,DO Delivery Order,"$1,145,143.14 ",25-Aug-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00264,0,DO Delivery Order,"$357,085.65 ",5-Sep-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00011,0,DO Delivery Order,"$1,006,531.60 ",30-Apr-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00013,0,DO Delivery Order,"$928,291.48 ",19-May-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00015,0,DO Delivery Order,"$715,813.07 ",9-Jun-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00035,0,DO Delivery Order,"$8,242,943.59 ",29-Sep-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00036,0,DO Delivery Order,"$974,160.34 ",29-Sep-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00045,0,DO Delivery Order,"$1,174,454.94 ",17-Dec-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00071,0,DO Delivery Order,"$1,000,825.75 ",2-Sep-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00082,0,DO Delivery Order,"$1,053,736.46 ",23-Nov-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00302,0,DO Delivery Order,"$5,732,279.44 ",24-Jun-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00332,0,DO Delivery Order,"$413,560.52 ",13-Apr-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
70FA6023F00000039,HHSN316201200030W,P00003,0,DO Delivery Order,$0.00 ,21-Nov-23,10-Jul-23,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,MITIGATION SECTION(MIT60),S,R499,SUPPORT- PROFESSIONAL: OTHER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BETHESDA,MD,208171826,S,SERVICE CONTRACT INVENTORY (FAR 4.17),VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
HSFEHQ08J2009,HSHQDC06D00019,M00113,0,DO Delivery Order,"$193,000.00 ",2-Dec-11,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00130,0,DO Delivery Order,"$195,436.40 ",24-Apr-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00145,0,DO Delivery Order,"$2,109,511.89 ",24-Aug-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00170,0,DO Delivery Order,"$575,667.62 ",23-May-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00171,0,DO Delivery Order,"$123,459.72 ",28-May-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00194,0,DO Delivery Order,"$1,530,200.80 ",20-Dec-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00217,0,DO Delivery Order,"$3,386,469.26 ",29-Aug-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00230,0,DO Delivery Order,"$375,000.00 ",25-Nov-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00252,0,DO Delivery Order,"$66,265.00 ",4-Jun-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00261,0,DO Delivery Order,"($8,707.00)",25-Aug-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00293,0,DO Delivery Order,"$5,453,751.14 ",1-Mar-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00042,0,DO Delivery Order,$0.00 ,30-Oct-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00044,0,DO Delivery Order,$0.00 ,17-Feb-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00080,0,DO Delivery Order,"$1,348,293.48 ",30-Sep-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00313,0,DO Delivery Order,"$6,158,790.11 ",21-Sep-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00323,0,DO Delivery Order,"$3,722,104.76 ",5-Dec-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00337,0,DO Delivery Order,$0.00 ,8-Jun-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
70FA6023F00000039,HHSN316201200030W,P00009,0,DO Delivery Order,$0.00 ,23-May-25,10-Jul-23,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,MITIGATION SECTION(MIT60),S,R499,SUPPORT- PROFESSIONAL: OTHER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BETHESDA,MD,208171826,S,SERVICE CONTRACT INVENTORY (FAR 4.17),VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
HSFE2013P0257,,P00005,0,PO Purchase Order,$0.00 ,4-May-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,PREPAREDNESS BRANCH,P,7030,ADP SOFTWARE,511210,SOFTWARE PUBLISHERS,GAITHERSBURG,MD,208793326,,,GKURBKCK28R2,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,98,0,DO Delivery Order,"$1,078,112.29 ",1-Jul-11,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00125,0,DO Delivery Order,"$1,278,979.04 ",23-Feb-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00138,0,DO Delivery Order,"$2,195,485.11 ",12-Jun-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00143,0,DO Delivery Order,"$5,770,160.82 ",7-Aug-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00152,0,DO Delivery Order,"$39,316.54 ",27-Nov-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00156,0,DO Delivery Order,"$1,459,754.00 ",7-Jan-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00184,0,DO Delivery Order,"$1,792,669.10 ",9-Sep-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00191,0,DO Delivery Order,$0.00 ,6-Dec-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00216,0,DO Delivery Order,"$906,304.00 ",21-Aug-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00229,0,DO Delivery Order,"$457,180.66 ",13-Nov-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00235,0,DO Delivery Order,"$2,370,684.26 ",16-Jan-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00238,0,DO Delivery Order,"$714,817.79 ",12-Feb-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00278,0,DO Delivery Order,$0.00 ,6-Nov-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00285,0,DO Delivery Order,"$1,697,464.46 ",31-Dec-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00057,0,DO Delivery Order,"$5,800,000.00 ",28-Apr-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00058,0,DO Delivery Order,"$348,480.98 ",18-May-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
